branch_id,topics,ending
3157,female leadership - gender double standards - Trump's communication - criteria for leadership,disagreement
3158,political candidate criticism - gender double standards - Trump's communication style - personal attacks,disagreement
3159,political candidate criticism - gender double standards - military service of leaders - Trump's communication,inconclusive
3160,political candidate criticism - gender double standards - candidate qualifications - Trump's communication style,inconclusive
3161,political candidate criticism - gender double standards - Trump's communication,inconclusive
3162,Afghanistan withdrawal - Kamala Harris vote - Blame for withdrawal - Trump's role,disagreement
3163,Trump criticism - Ghislaine Maxwell - Epstein ties - Political labeling,disagreement
3164,Blame for current events - Trump's comments - Ghislaine Maxwell,disagreement
3165,YouTube dislike ratio - dislike extension functionality - simulated dislikes,agreement
3166,draft - bodily autonomy - masculinity - gender identity - political views,disagreement
3167,draft - military service - masculinity,inconclusive
3168,draft - military service - masculinity,disagreement
3169,draft - tax cut plan - death penalty - government control over body,disagreement
3170,video dislikes - online bots - opposing beliefs - internet trolls,disagreement
3171,NPC accusations - Russiagate belief - Mutual insults,disagreement
3172,YouTube like/dislike ratio - Cult accusation - Russiagate belief,disagreement
3173,YouTube dislike button - Dislike count - YouTube extension,inconclusive
3174,Trump's communication - Kamala Harris's campaign - Media coverage,disagreement
3175,Trump's communication - Kamala Harris campaign - Media double standard,inconclusive
3176,Trump's communication - Kamala's media appearances - Campaign time comparison,disagreement
3177,Trump's communication - Kamala Harris appearances - Media double standard,disagreement
3178,Trump's podcast appearances - Kamala's public appearances - Trump's communication,inconclusive
3179,Trump's communication - Kamala Harris appearances - Double standards in media,disagreement
3180,Trump's communication - Kamala Harris's campaigning - Political messaging,disagreement
3181,Trump's media appearances - Kamala Harris's media appearances - Campaign messaging - Tone deafness,inconclusive
3182,Trump's communication - Kamala Harris campaign - Media double standards,inconclusive
3183,Trump's communication - Kamala Harris appearances - Campaigning duration,disagreement
3184,Trump's media appearances - Kamala Harris campaign - Media neutrality,disagreement
3185,Trump's communication - Kamala Harris' campaigning - Double standards,inconclusive
3186,Trump's communication - Kamala's visibility - media appearances - double standard,inconclusive
3187,inflation vs. wages - economic struggles - political policy impact - financial situation,disagreement
3188,Kamala Harris' popularity - 2016 election - political insults,disagreement
3189,Kamala Harris popularity - Trump's election - Biden's cognitive ability,disagreement
3190,video dislikes - YouTube censorship - election interference,inconclusive
3191,YouTube dislikes - dislike count manipulation - YouTube extension issues,inconclusive
3192,political candidate preference - Harris's candidacy - German historical context,inconclusive
3193,Trump's photo op - Draft implications - Constitutional rights,inconclusive
3194,Trump's response to disasters - Draft reinstatement - Constitutional rights - Filming timeline,disagreement
3195,podcast timing controversy - Trump's actions - draft - women in draft,inconclusive
3196,Draft eligibility - Trump's actions - Women in armed forces - Constitutional arguments,disagreement
3197,Trump's actions during crisis - Draft reinstatement - Women in military - Constitutional arguments,inconclusive
3198,Trump's actions during crisis - Women in the draft - Definition of life,disagreement
3199,Trump's actions during disaster - Women in the draft - Fetus as a human,disagreement
3200,Draft eligibility - Trump's actions - Fetal viability,disagreement
3201,Trump's actions during crisis - Draft and its constitutionality - Definition of life,disagreement
3202,Trump's actions - Draft reinstatement - Women in the military - Constitutional arguments,disagreement
3203,Trump's response to disaster - Women in the draft - Military service,disagreement
3204,Podcast timing criticism - Trump and disaster response - Draft and constitutionality - Women in combat - Debate sentence structure,disagreement
3205,Political timing of podcast - Trump's actions during disasters - Women in the military - Draft reinstatement,disagreement
3206,Podcast timing criticism - Draft and constitutionality - Women in combat - Fetal rights and 14th Amendment,disagreement
3207,Draft and gender inclusion - Abortion rights debate - Fetal viability and metabolism,disagreement
3208,Draft/selective service - Constitutional rights/14th amendment - Fetal viability/biology,disagreement
3209,Draft debate - Women in combat - Trump's draft avoidance,disagreement
3210,podcast timing - Trump's actions - draft reinstatement - women in the draft,disagreement
3211,Hurricane response - Political motivation accusation - VP's role in disaster relief,disagreement
3212,election close race - vote outreach - election integrity,inconclusive
3213,Trump's popularity - Election outcomes - Online engagement,inconclusive
3214,vote counts - Kamala Harris's electability - online engagement,disagreement
3215,Kamala Harris' popularity - vote count - online engagement,disagreement
3216,Kamala Harris - online engagement - reading comprehension - candidate quality,disagreement
3217,vote counts - Kamala Harris's political career - election participation,disagreement
3218,viewership numbers - election results - Kamala Harris's votes,disagreement
3219,vote counts - Kamala Harris's electoral history - criticism of comments,disagreement
3220,Trump's communication style - Putin's political endorsements - media interpretation of Putin's statements,disagreement
3221,Trump's debate performance - Putin's endorsement - accusations of propaganda - political affiliations,disagreement
3222,Putin's endorsements - Trump's Russia policy - Harris's policies - Sanctions on Russia,disagreement
3223,interview performance - criticism - personal attacks,inconclusive
3224,response to disaster - Trump's social media - civics and government roles,disagreement
3225,VP's response to disaster - Trump's social media usage - Government's role in disaster relief,disagreement
3226,response to disaster - Trump's actions - FEMA - government delegation,disagreement
3227,response to disaster - VP's actions - criticism of VP,disagreement
3228,Afghanistan casualties - Trump vs. Kamala - FEMA funding,disagreement
3229,Afghanistan withdrawal - Trump administration - Casualty comparisons - Political accusations,disagreement
3230,Afghanistan withdrawal - Casualties comparison - Trump's actions - Criticism of Kamala,disagreement
